Zone Netherlands,Country,ZIP,Flow,LDM-0.2,LDM-0.4,LDM-0.5,LDM-0.8,LDM-1.0,LDM-1.2,LDM-1.6,LDM-2.0,LDM-2.4,LDM-2.8,LDM-3.2,LDM-3.6,LDM-4.0,LDM-4.4,LDM-4.8,LDM-5.2,LDM-5.6
NL,GB,CF,Export,136.53,188.09,224.42,342.77,386.13,477.54,528.51,553.11,677.34,718.36,800.39,841.40,882.42,964.44,1006.64,1129.67,1188.27
NL,GB,CH,Export,118.95,158.80,184.57,283.00,319.33,399.03,512.69,588.27,719.52,762.88,850.77,894.13,938.66,1025.38,1069.91,1196.47,1251.56
NL,GB,CM,Export,108.40,140.03,159.96,238.47,267.77,335.74,390.82,439.44,528.51,560.16,624.61,656.24,687.88,751.16,783.98,878.90,926.94
NL,GB,CO,Export,127.15,171.68,200.98,305.27,341.60,420.11,464.06,471.08,535.53,567.18,631.63,664.44,696.09,760.54,793.34,890.61,938.66
NL,GB,CR,Export,113.09,150.59,172.85,260.74,292.37,363.87,404.29,435.93,522.64,554.29,616.40,648.05,679.68,742.96,774.60,868.34,916.39
NL,GB,CT,Export,113.09,150.59,172.85,260.74,292.37,363.87,404.29,411.32,467.58,493.35,549.60,577.73,604.68,660.93,689.06,772.26,814.45
NL,GB,CV,Export,118.95,159.96,185.73,285.35,321.67,401.36,443.54,502.73,615.23,652.73,726.56,764.05,801.56,876.55,912.88,1025.38,1081.63
NL,GB,CW,Export,118.95,158.80,184.57,283.00,319.33,399.03,498.63,570.69,698.43,741.79,826.16,869.52,911.71,996.08,1039.44,1167.17,1221.08
NL,GB,DA,Export,113.09,150.59,172.85,260.74,292.37,363.87,404.29,416.01,493.35,522.64,582.41,611.71,641.00,700.78,730.08,819.14,863.65
NL,GB,DD,Export,140.03,193.95,232.61,358.01,403.71,499.81,709.57,809.76,992.56,1053.51,1174.20,1225.76,1277.33,1380.46,1432.01,1586.70,1664.04
NL,GB,DE,Export,118.95,159.96,185.73,285.35,321.67,401.36,482.23,553.11,676.16,717.18,799.20,840.22,881.23,963.27,1004.28,1128.51,1187.10
NL,GB,DG,Export,125.97,171.68,202.15,313.47,354.49,443.54,621.68,710.14,869.52,922.25,1028.90,1081.63,1135.54,1230.45,1276.16,1410.92,1478.89
NL,GB,DH,Export,130.66,178.71,213.86,335.74,381.45,484.56,542.58,602.34,738.27,782.81,873.04,917.57,962.10,1052.33,1098.03,1223.43,1279.67
NL,GB,DL,Export,131.84,179.88,215.04,336.91,383.78,485.73,544.91,578.91,708.98,751.16,837.88,881.23,924.60,1010.14,1053.51,1181.24,1236.31
NL,GB,DN,Export,136.53,188.09,225.58,350.97,397.84,497.45,554.29,563.66,630.47,667.96,744.14,782.81,821.47,897.65,936.32,1051.15,1107.41
NL,GB,DO,Export,115.43,152.93,176.37,268.93,304.09,381.45,665.03,759.37,930.46,986.70,1101.55,1157.80,1208.18,1305.45,1353.50,1498.81,1570.30
NL,GB,DT,Export,136.53,188.09,224.42,342.77,386.13,477.54,528.51,536.72,614.05,651.55,725.38,762.88,800.39,874.21,911.71,1024.21,1079.28
NL,GB,DY,Export,118.95,159.96,185.73,285.35,321.67,401.36,472.85,542.58,663.27,704.29,783.98,824.99,864.84,945.69,986.70,1107.41,1167.17
NL,GB,E,Export,108.40,140.03,159.96,238.47,267.77,335.74,377.93,425.39,507.42,537.89,598.82,629.29,659.76,720.69,752.33,843.74,889.44
NL,GB,EC,Export,108.40,140.03,159.96,238.47,267.77,335.74,380.27,427.73,510.93,541.40,603.51,633.98,664.44,726.56,757.02,849.60,895.30
NL,GB,EH,Export,125.97,171.68,202.15,313.47,354.49,443.54,629.88,719.52,881.23,935.15,1044.13,1098.03,1151.94,1245.69,1291.38,1428.50,1497.64
NL,GB,EN,Export,108.40,140.03,159.96,238.47,267.77,335.74,393.16,442.97,533.20,564.84,629.29,662.10,693.74,758.19,789.83,887.10,935.15
NL,GB,EX,Export,138.86,193.95,233.78,362.69,411.91,515.03,574.22,578.91,707.81,751.16,836.72,880.07,923.43,1008.97,1052.33,1180.06,1235.14
NL,GB,FH,Export,137.69,192.77,231.44,366.20,417.77,530.27,665.03,759.37,930.46,986.70,1101.55,1157.80,1208.18,1305.45,1353.50,1498.81,1570.30
NL,GB,FK,Export,125.97,171.68,202.15,313.47,354.49,443.54,635.74,726.56,889.44,944.52,1053.51,1107.41,1162.48,1255.06,1301.94,1440.22,1509.37
NL,GB,FY,Export,118.95,158.80,184.57,283.00,319.33,399.03,543.16,622.26,761.71,808.59,901.17,948.04,993.75,1086.31,1133.19,1257.41,1316.01
NL,GB,G,Export,120.12,162.30,188.09,291.20,329.89,414.25,633.40,724.21,887.10,941.01,1049.99,1103.89,1158.98,1252.72,1298.43,1436.70,1505.84
NL,GB,GL,Export,122.46,165.82,192.77,298.24,336.91,421.28,468.75,491.02,601.17,637.49,710.14,746.47,782.81,855.46,891.79,1000.77,1055.84
NL,GB,GU,Export,127.15,171.68,200.98,305.27,341.60,420.11,464.06,471.08,526.17,557.80,621.09,652.73,684.37,747.65,779.29,874.21,922.25
NL,GB,HA,Export,108.40,140.03,159.96,238.47,267.77,335.74,409.56,460.55,558.97,592.96,660.93,694.92,728.89,795.70,829.68,931.63,982.02
NL,GB,HD,Export,118.95,158.80,184.57,283.00,319.33,399.03,457.61,521.48,637.49,676.16,753.52,793.34,832.03,909.36,948.04,1064.05,1121.46
NL,GB,HG,Export,133.01,181.05,215.04,327.53,368.55,455.27,502.73,536.72,656.24,696.09,775.76,815.61,855.46,935.15,974.99,1095.69,1155.46
NL,GB,HP,Export,113.09,150.59,172.85,260.74,292.37,363.87,404.88,455.86,551.95,585.93,652.73,685.54,719.52,786.32,819.14,919.91,969.12
NL,GB,HR,Export,118.95,159.96,185.73,285.35,321.67,401.36,493.94,566.01,692.56,734.75,819.14,861.32,903.50,987.88,1030.07,1156.62,1211.71
NL,GB,HU,Export,133.01,181.05,215.04,327.53,368.55,455.27,502.73,510.93,588.27,624.61,694.92,731.25,766.40,837.88,873.04,980.85,1033.57
NL,GB,HX,Export,118.95,158.80,184.57,283.00,319.33,399.03,456.44,521.48,637.49,676.16,753.52,792.18,830.85,908.19,946.87,1062.88,1120.30
NL,GB,IG,Export,108.40,140.03,159.96,238.47,267.77,335.74,382.61,431.25,515.62,546.09,608.20,639.84,670.30,732.41,764.05,856.63,903.50
NL,GB,IP,Export,127.15,171.68,200.98,305.27,341.60,420.11,464.06,492.18,602.34,638.67,711.31,747.65,783.98,856.63,894.13,1003.11,1058.20
NL,GB,IV,Export,142.38,200.98,243.16,379.09,430.65,539.65,749.40,854.28,1047.64,1112.09,1230.45,1284.36,1339.44,1448.42,1502.32,1666.39,1748.42
NL,GB,KA,Export,125.97,171.68,202.15,313.47,354.49,443.54,616.99,705.46,863.65,916.39,1023.04,1075.78,1128.51,1224.60,1269.14,1403.90,1470.68
NL,GB,KT,Export,113.09,150.59,172.85,260.74,292.37,363.87,404.29,439.44,528.51,560.16,624.61,656.24,687.88,751.16,783.98,878.90,926.94
NL,GB,KW,Export,142.38,200.98,243.16,379.09,430.65,539.65,817.37,931.63,1142.57,1207.02,1326.54,1385.14,1444.91,1564.44,1624.20,1802.33,1892.56
NL,GB,KY,Export,140.03,193.95,232.61,358.01,403.71,499.81,670.89,766.40,938.66,996.08,1112.09,1169.52,1218.74,1316.01,1364.05,1510.53,1584.35
NL,GB,L,Export,118.95,158.80,184.57,283.00,319.33,399.03,510.35,584.76,716.00,759.37,846.08,889.44,933.97,1020.69,1064.05,1191.78,1246.87
NL,GB,LA,Export,135.35,186.91,224.42,347.45,394.34,492.77,561.90,642.18,786.32,834.36,930.46,978.50,1026.55,1122.65,1170.69,1292.57,1353.50
NL,GB,LD,Export,133.01,182.23,216.21,329.89,370.90,457.61,601.75,687.88,842.57,894.13,997.25,1048.82,1100.38,1198.82,1242.18,1373.42,1439.05
NL,GB,LE,Export,118.95,159.96,185.73,285.35,321.67,401.36,469.34,537.89,658.58,698.43,778.12,817.97,857.80,938.66,978.50,1098.03,1158.98
NL,GB,LL,Export,133.01,181.05,215.04,327.53,368.55,455.27,539.65,617.57,755.85,801.56,894.13,939.83,985.53,1078.11,1123.82,1248.03,1306.63
NL,GB,LN,Export,135.35,188.09,225.58,349.80,395.50,495.11,551.95,561.33,587.10,623.42,693.74,730.08,765.23,836.72,871.86,978.50,1032.41
NL,GB,LS,Export,118.95,158.80,184.57,283.00,319.33,399.03,447.07,508.59,622.26,659.76,734.75,773.43,810.92,885.92,923.43,1037.10,1093.35
NL,GB,LU,Export,113.09,150.59,172.85,260.74,292.37,363.87,424.80,478.13,583.59,619.92,690.23,725.38,760.54,832.03,867.18,972.64,1026.55
NL,GB,LY,Export,137.69,192.77,231.44,366.20,417.77,530.27,665.03,759.37,930.46,986.70,1101.55,1157.80,1208.18,1305.45,1353.50,1498.81,1570.30
NL,GB,M,Export,113.09,149.41,172.85,261.91,294.73,369.72,495.11,567.18,693.74,735.94,820.30,862.49,904.67,989.06,1031.24,1157.80,1212.87
NL,GB,ME,Export,113.09,150.59,172.85,260.74,292.37,363.87,404.29,417.19,496.87,526.17,585.93,616.40,645.69,705.46,735.94,824.99,869.52
NL,GB,MK,Export,113.09,150.59,172.85,260.74,292.37,363.87,433.00,489.84,598.82,635.15,707.81,744.14,780.45,853.12,889.44,998.43,1053.51
NL,GB,ML,Export,120.12,162.30,188.09,291.20,329.89,414.25,614.63,701.94,860.15,911.71,1017.18,1069.91,1122.65,1218.74,1263.27,1396.85,1463.66
NL,GB,N,Export,108.40,140.03,159.96,238.47,267.77,335.74,382.61,431.25,515.62,546.09,608.20,639.84,670.30,732.41,764.05,856.63,903.50
NL,GB,NE,Export,130.66,178.71,213.86,335.74,381.45,484.56,542.58,604.68,739.45,783.98,874.21,919.91,964.44,1054.68,1100.38,1225.76,1283.19
NL,GB,NG,Export,118.95,159.96,185.73,285.35,321.67,401.36,451.76,514.45,629.29,667.96,744.14,782.81,820.30,897.65,935.15,1049.99,1107.41
NL,GB,NN,Export,133.01,182.23,216.21,329.89,370.90,457.61,505.07,513.28,605.84,642.18,714.83,752.33,788.67,862.49,898.81,1008.97,1064.05
NL,GB,NP,Export,122.46,165.82,192.77,298.24,336.91,421.28,482.23,553.11,677.34,718.36,800.39,841.40,882.42,964.44,1006.64,1129.67,1188.27
NL,GB,NR,Export,127.15,171.68,200.98,305.27,341.60,420.11,464.06,506.24,618.74,656.24,731.25,768.74,806.24,881.23,918.74,1032.41,1088.66
NL,GB,NW,Export,108.40,140.03,159.96,238.47,267.77,335.74,382.61,431.25,515.62,546.09,608.20,639.84,670.30,732.41,764.05,856.63,903.50
NL,GB,OL,Export,113.09,149.41,172.85,261.91,294.73,369.72,468.16,535.53,655.07,694.92,774.60,814.45,854.28,933.97,973.81,1093.35,1153.11
NL,GB,OX,Export,133.01,182.23,216.21,329.89,370.90,457.61,505.07,513.28,584.76,619.92,691.40,726.56,761.71,833.19,868.34,974.99,1027.72
NL,GB,PA,Export,120.12,162.30,188.09,291.20,329.89,414.25,642.77,733.58,898.81,953.90,1064.05,1119.13,1174.20,1267.95,1313.65,1454.28,1524.59
NL,GB,PE,Export,113.09,150.59,172.85,260.74,292.37,363.87,442.38,502.73,614.05,651.55,725.38,762.88,800.39,875.38,911.71,1024.21,1079.28
NL,GB,PH,Export,140.03,193.95,232.61,358.01,403.71,499.81,670.89,765.23,938.66,996.08,1110.93,1168.35,1217.56,1314.82,1364.05,1509.37,1583.19
NL,GB,PL,Export,138.86,193.95,233.78,362.69,411.91,515.03,574.22,592.96,726.56,769.91,858.98,903.50,948.04,1035.93,1080.46,1207.02,1263.27
NL,GB,PO,Export,127.15,171.68,200.98,305.27,341.60,420.11,464.06,479.29,585.93,621.09,692.56,727.72,762.88,834.36,869.52,976.17,1028.90
NL,GB,PR,Export,118.95,158.80,184.57,283.00,319.33,399.03,508.00,581.24,711.31,754.68,841.40,884.76,928.11,1014.83,1058.20,1184.75,1239.83
NL,GB,RG,Export,113.09,150.59,172.85,260.74,292.37,363.87,414.25,466.40,567.18,601.17,670.30,704.29,739.45,807.41,841.40,944.52,996.08
NL,GB,RH,Export,113.09,150.59,172.85,260.74,292.37,363.87,404.29,425.39,508.59,539.06,599.99,630.47,660.93,723.04,753.52,844.91,890.61
NL,GB,RM,Export,108.40,140.03,159.96,238.47,267.77,335.74,374.40,421.87,502.73,533.20,594.13,623.42,653.90,714.83,745.30,835.54,881.23
NL,GB,S,Export,118.95,158.80,184.57,283.00,319.33,399.03,450.58,513.28,626.95,665.63,741.79,779.29,817.97,894.13,931.63,1046.48,1102.72
NL,GB,SA,Export,138.86,193.95,233.78,362.69,411.91,515.03,574.22,575.38,703.12,746.47,832.03,874.21,917.57,1003.11,1045.30,1174.20,1228.12
NL,GB,SE,Export,108.40,140.03,159.96,238.47,267.77,335.74,383.78,432.42,517.95,549.60,611.71,642.18,673.82,735.94,767.57,861.32,908.19
NL,GB,SG,Export,113.09,150.59,172.85,260.74,292.37,363.87,406.05,457.02,554.29,587.10,655.07,687.88,721.87,788.67,821.47,922.25,972.64
NL,GB,SK,Export,113.09,149.41,172.85,261.91,294.73,369.72,470.50,539.06,658.58,699.60,779.29,819.14,858.98,939.83,979.68,1099.21,1160.15
NL,GB,SL,Export,113.09,150.59,172.85,260.74,292.37,363.87,406.05,457.02,554.29,587.10,655.07,687.88,721.87,788.67,821.47,922.25,972.64
NL,GB,SM,Export,113.09,150.59,172.85,260.74,292.37,363.87,404.29,432.42,517.95,549.60,611.71,642.18,673.82,735.94,767.57,861.32,908.19
NL,GB,SN,Export,122.46,165.82,192.77,298.24,336.91,421.28,468.75,499.21,610.54,648.05,721.87,758.19,795.70,869.52,907.02,1018.35,1073.42
NL,GB,SO,Export,127.15,171.68,200.98,305.27,341.60,420.11,464.06,492.18,601.17,637.49,710.14,746.47,782.81,855.46,891.79,1001.95,1055.84
NL,GB,SP,Export,143.55,198.63,237.31,360.35,407.22,510.35,568.35,577.73,601.17,637.49,710.14,746.47,782.81,855.46,891.79,1001.95,1055.84
NL,GB,SR,Export,130.66,178.71,213.86,335.74,381.45,484.56,542.58,580.07,710.14,753.52,840.22,883.59,926.94,1013.66,1055.84,1183.58,1238.66
NL,GB,SS,Export,108.40,140.03,159.96,238.47,267.77,335.74,387.30,437.11,523.82,555.47,618.74,650.38,682.02,745.30,776.95,871.86,918.74
NL,GB,ST,Export,118.95,159.96,185.73,285.35,321.67,401.36,498.63,570.69,698.43,741.79,826.16,869.52,911.71,996.08,1039.44,1167.17,1221.08
NL,GB,SW,Export,108.40,140.03,159.96,238.47,267.77,335.74,422.46,475.77,580.07,615.23,685.54,720.69,755.85,826.16,861.32,966.79,1019.52
NL,GB,SY,Export,133.01,182.23,216.21,329.89,370.90,457.61,549.01,628.11,769.91,816.78,910.54,957.41,1004.28,1098.03,1144.91,1267.95,1327.72
NL,GB,TA,Export,122.46,165.82,192.77,298.24,336.91,421.28,462.29,528.51,646.86,685.54,764.05,803.90,842.57,922.25,960.93,1079.28,1137.88
NL,GB,TD,Export,125.97,171.68,202.15,313.47,354.49,443.54,592.38,677.34,829.68,880.07,982.02,1032.41,1082.80,1182.41,1225.76,1354.67,1419.12
NL,GB,TE,Export,137.69,192.77,231.44,366.20,417.77,530.27,665.03,759.37,930.46,986.70,1101.55,1157.80,1208.18,1305.45,1353.50,1498.81,1570.30
NL,GB,TF,Export,118.95,159.96,185.73,285.35,321.67,401.36,503.31,576.55,705.46,748.83,835.54,877.73,921.08,1006.64,1049.99,1177.72,1232.80
NL,GB,TN,Export,113.09,150.59,172.85,260.74,292.37,363.87,404.29,407.82,481.64,510.93,568.35,597.65,626.95,684.37,713.67,800.39,843.74
NL,GB,TQ,Export,136.53,188.09,224.42,342.77,386.13,477.54,528.51,575.38,703.12,746.47,832.03,874.21,917.57,1003.11,1045.30,1174.20,1228.12
NL,GB,TR,Export,138.86,193.95,233.78,362.69,411.91,515.03,574.22,630.47,772.26,819.14,914.05,960.93,1007.80,1101.55,1149.60,1272.64,1332.40
NL,GB,TS,Export,130.66,178.71,213.86,335.74,381.45,484.56,542.58,561.33,687.88,728.89,813.28,854.28,896.48,979.68,1021.86,1147.25,1203.50
NL,GB,TW,Export,108.40,140.03,159.96,238.47,267.77,335.74,400.19,450.00,543.75,576.55,642.18,675.00,707.81,773.43,806.24,904.67,953.90
NL,GB,UB,Export,108.40,140.03,159.96,238.47,267.77,335.74,408.40,459.37,557.80,591.79,658.58,692.56,726.56,793.34,827.34,928.11,978.50
NL,GB,W,Export,108.40,140.03,159.96,238.47,267.77,335.74,387.30,437.11,523.82,555.47,618.74,650.38,682.02,745.30,776.95,871.86,918.74
NL,GB,WA,Export,118.95,158.80,184.57,283.00,319.33,399.03,489.25,561.33,686.71,727.72,812.10,853.12,895.30,978.50,1020.69,1146.09,1202.33
NL,GB,WC,Export,108.40,140.03,159.96,238.47,267.77,335.74,422.46,475.77,580.07,615.23,685.54,720.69,755.85,826.16,861.32,966.79,1019.52
NL,GB,WD,Export,113.09,150.59,172.85,260.74,292.37,363.87,409.56,460.55,558.97,592.96,660.93,694.92,728.89,795.70,829.68,931.63,982.02
NL,GB,WF,Export,118.95,158.80,184.57,283.00,319.33,399.03,449.41,510.93,624.61,662.10,738.27,775.76,814.45,889.44,928.11,1041.79,1098.03
NL,GB,WN,Export,113.09,149.41,172.85,261.91,294.73,369.72,490.42,562.49,687.88,730.08,813.28,855.46,897.65,980.85,1023.04,1148.42,1205.85
NL,GB,WR,Export,118.95,159.96,185.73,285.35,321.67,401.36,483.39,554.29,677.34,718.36,801.56,842.57,883.59,966.79,1007.80,1130.84,1189.44
NL,GB,WS,Export,118.95,159.96,185.73,285.35,321.67,401.36,479.87,549.60,672.65,713.67,794.53,835.54,876.55,958.59,999.60,1122.65,1181.24
NL,GB,WV,Export,118.95,159.96,185.73,285.35,321.67,401.36,478.70,548.43,671.48,712.50,794.53,834.36,875.38,957.41,998.43,1120.30,1180.06
NL,GB,YO,Export,143.55,198.63,237.31,360.35,407.22,510.35,568.35,577.73,635.15,673.82,751.16,789.83,828.50,904.67,943.35,1059.37,1116.78
NL,GR,10,Export,157.03,234.37,287.10,454.69,520.31,656.24,1091.00,1197.64,1381.63,1469.52,1658.19,1755.45,1845.69,2032.01,2130.45,2316.77,2407.01
NL,GR,11,Export,157.03,234.37,287.10,454.69,520.31,656.24,1091.00,1197.64,1381.63,1469.52,1658.19,1755.45,1845.69,2032.01,2130.45,2316.77,2407.01
NL,GR,12,Export,150.01,223.83,274.22,437.11,501.56,633.98,1091.00,1197.64,1381.63,1469.52,1658.19,1755.45,1845.69,2032.01,2130.45,2316.77,2407.01
NL,GR,13,Export,150.01,223.83,274.22,437.11,501.56,633.98,1091.00,1197.64,1381.63,1469.52,1658.19,1755.45,1845.69,2032.01,2130.45,2316.77,2407.01
NL,GR,14,Export,157.03,234.37,287.10,454.69,520.31,656.24,1091.00,1197.64,1381.63,1469.52,1658.19,1755.45,1845.69,2032.01,2130.45,2316.77,2407.01
NL,GR,15,Export,157.03,234.37,287.10,454.69,520.31,656.24,1091.00,1197.64,1381.63,1469.52,1658.19,1755.45,1845.69,2032.01,2130.45,2316.77,2407.01
NL,GR,16,Export,157.03,234.37,287.10,454.69,520.31,656.24,1091.00,1197.64,1381.63,1469.52,1658.19,1755.45,1845.69,2032.01,2130.45,2316.77,2407.01
NL,GR,17,Export,157.03,234.37,287.10,454.69,520.31,656.24,1091.00,1197.64,1381.63,1469.52,1658.19,1755.45,1845.69,2032.01,2130.45,2316.77,2407.01
NL,GR,18,Export,150.01,223.83,274.22,437.11,501.56,633.98,1091.00,1197.64,1381.63,1469.52,1658.19,1755.45,1845.69,2032.01,2130.45,2316.77,2407.01
NL,GR,19,Export,157.03,234.37,287.10,454.69,520.31,656.24,1091.00,1197.64,1381.63,1469.52,1658.19,1755.45,1845.69,2032.01,2130.45,2316.77,2407.01
NL,GR,20,Export,167.58,249.61,304.68,480.46,549.60,692.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,GR,21,Export,167.58,249.61,304.68,480.46,549.60,692.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,GR,22,Export,169.92,256.64,312.88,493.35,563.66,708.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,GR,23,Export,174.61,263.67,321.10,506.24,578.91,728.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,GR,24,Export,174.61,263.67,321.10,506.24,578.91,728.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,GR,25,Export,169.92,256.64,312.88,493.35,563.66,708.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,GR,26,Export,169.92,256.64,312.88,493.35,563.66,708.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,GR,27,Export,180.47,269.53,326.95,510.93,583.59,733.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,GR,30,Export,174.61,263.67,321.10,506.24,578.91,728.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,GR,32,Export,167.58,249.61,304.68,480.46,549.60,692.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,GR,33,Export,169.92,256.64,312.88,493.35,563.66,708.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,GR,34,Export,167.58,249.61,304.68,480.46,549.60,692.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,GR,35,Export,169.92,256.64,312.88,493.35,563.66,708.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,GR,36,Export,174.61,263.67,321.10,506.24,578.91,728.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,GR,37,Export,180.47,269.53,326.95,510.93,583.59,733.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,GR,38,Export,180.47,269.53,326.95,510.93,583.59,733.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,GR,40,Export,180.47,269.53,326.95,510.93,583.59,733.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,GR,41,Export,180.47,269.53,326.95,510.93,583.59,733.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,GR,42,Export,180.47,269.53,326.95,510.93,583.59,733.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,GR,43,Export,180.47,269.53,326.95,510.93,583.59,733.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,GR,44,Export,187.50,277.72,337.50,525.00,598.82,752.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,GR,45,Export,187.50,277.72,337.50,525.00,598.82,752.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,GR,46,Export,192.19,285.94,348.04,540.22,616.40,772.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,GR,47,Export,180.47,269.53,326.95,510.93,583.59,733.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,GR,48,Export,187.50,277.72,337.50,525.00,598.82,752.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,GR,50,Export,192.19,285.94,348.04,540.22,616.40,772.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,GR,51,Export,187.50,277.72,337.50,525.00,598.82,752.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,GR,52,Export,192.19,285.94,348.04,540.22,616.40,772.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,GR,53,Export,200.38,298.83,363.28,566.01,645.69,809.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,GR,54,Export,192.19,285.94,348.04,540.22,616.40,772.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,GR,55,Export,192.19,285.94,348.04,540.22,616.40,772.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,GR,56,Export,192.19,285.94,348.04,540.22,616.40,772.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,GR,57,Export,192.19,285.94,348.04,540.22,616.40,772.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,GR,58,Export,200.38,298.83,363.28,566.01,645.69,809.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,GR,59,Export,192.19,285.94,348.04,540.22,616.40,772.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,GR,60,Export,187.50,277.72,337.50,525.00,598.82,752.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,GR,61,Export,200.38,298.83,363.28,566.01,645.69,809.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,GR,62,Export,200.38,298.83,363.28,566.01,645.69,809.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,GR,63,Export,200.38,298.83,363.28,566.01,645.69,809.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,GR,64,Export,209.77,307.03,370.30,570.69,650.38,814.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,GR,65,Export,209.77,307.03,370.30,570.69,650.38,814.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,GR,66,Export,207.42,304.68,367.97,568.35,648.05,812.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,GR,67,Export,209.77,307.03,370.30,570.69,650.38,814.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,GR,68,Export,216.79,321.10,387.88,595.31,677.34,842.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,GR,69,Export,216.79,321.10,387.88,595.31,677.34,842.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
NL,HR,10,Export,112.01,156.14,182.16,288.50,331.51,420.89,521.59,554.39,604.18,621.14,695.82,736.56,773.89,849.70,888.16,963.97,1000.17
NL,HR,20,Export,160.66,218.37,248.91,366.58,411.84,503.48,675.46,728.63,794.26,832.73,935.69,988.85,1040.90,1135.94,1182.32,1272.85,1315.85
NL,HR,21,Export,160.66,218.37,248.91,366.58,411.84,503.48,675.46,728.63,794.26,832.73,935.69,988.85,1040.90,1135.94,1182.32,1272.85,1315.85
NL,HR,22,Export,160.66,218.37,248.91,366.58,411.84,503.48,675.46,728.63,794.26,832.73,935.69,988.85,1040.90,1135.94,1182.32,1272.85,1315.85
